item_id,timestamp,target_value
m4_hourly_dataset_89,2001-05-25 00:00:00,2063.0
m4_hourly_dataset_89,2001-05-25 01:00:00,2106.0
m4_hourly_dataset_89,2001-05-25 02:00:00,2120.0
m4_hourly_dataset_89,2001-05-25 03:00:00,2112.0
m4_hourly_dataset_89,2001-05-25 04:00:00,2022.0
m4_hourly_dataset_89,2001-05-25 05:00:00,1844.0
m4_hourly_dataset_89,2001-05-25 06:00:00,1750.0
m4_hourly_dataset_89,2001-05-25 07:00:00,1554.0
m4_hourly_dataset_89,2001-05-25 08:00:00,1362.0
m4_hourly_dataset_89,2001-05-25 09:00:00,1304.0
m4_hourly_dataset_89,2001-05-25 10:00:00,1237.0
m4_hourly_dataset_89,2001-05-25 11:00:00,1164.0
m4_hourly_dataset_89,2001-05-25 12:00:00,1117.0
m4_hourly_dataset_89,2001-05-25 13:00:00,1118.0
m4_hourly_dataset_89,2001-05-25 14:00:00,1159.0
m4_hourly_dataset_89,2001-05-25 15:00:00,1199.0
m4_hourly_dataset_89,2001-05-25 16:00:00,1341.0
m4_hourly_dataset_89,2001-05-25 17:00:00,1460.0
m4_hourly_dataset_89,2001-05-25 18:00:00,1597.0
m4_hourly_dataset_89,2001-05-25 19:00:00,1717.0
m4_hourly_dataset_89,2001-05-25 20:00:00,1832.0
m4_hourly_dataset_89,2001-05-25 21:00:00,1900.0
m4_hourly_dataset_89,2001-05-25 22:00:00,1947.0
m4_hourly_dataset_89,2001-05-25 23:00:00,1987.0
m4_hourly_dataset_89,2001-05-26 00:00:00,1993.0
m4_hourly_dataset_89,2001-05-26 01:00:00,2023.0
m4_hourly_dataset_89,2001-05-26 02:00:00,1991.0
m4_hourly_dataset_89,2001-05-26 03:00:00,1887.0
m4_hourly_dataset_89,2001-05-26 04:00:00,1828.0
m4_hourly_dataset_89,2001-05-26 05:00:00,1684.0
m4_hourly_dataset_89,2001-05-26 06:00:00,1633.0
m4_hourly_dataset_89,2001-05-26 07:00:00,1498.0
m4_hourly_dataset_89,2001-05-26 08:00:00,1466.0
m4_hourly_dataset_89,2001-05-26 09:00:00,1448.0
m4_hourly_dataset_89,2001-05-26 10:00:00,1402.0
m4_hourly_dataset_89,2001-05-26 11:00:00,1394.0
m4_hourly_dataset_89,2001-05-26 12:00:00,1372.0
m4_hourly_dataset_89,2001-05-26 13:00:00,1320.0
m4_hourly_dataset_89,2001-05-26 14:00:00,1315.0
m4_hourly_dataset_89,2001-05-26 15:00:00,1368.0
m4_hourly_dataset_89,2001-05-26 16:00:00,1382.0
m4_hourly_dataset_89,2001-05-26 17:00:00,1449.0
m4_hourly_dataset_89,2001-05-26 18:00:00,1610.0
m4_hourly_dataset_89,2001-05-26 19:00:00,1722.0
m4_hourly_dataset_89,2001-05-26 20:00:00,1822.0
m4_hourly_dataset_89,2001-05-26 21:00:00,1835.0
m4_hourly_dataset_89,2001-05-26 22:00:00,1830.0
m4_hourly_dataset_89,2001-05-26 23:00:00,1812.0
m4_hourly_dataset_89,2001-05-27 00:00:00,1783.0
m4_hourly_dataset_89,2001-05-27 01:00:00,1800.0
m4_hourly_dataset_89,2001-05-27 02:00:00,1838.0
m4_hourly_dataset_89,2001-05-27 03:00:00,1867.0
m4_hourly_dataset_89,2001-05-27 04:00:00,1790.0
m4_hourly_dataset_89,2001-05-27 05:00:00,1720.0
m4_hourly_dataset_89,2001-05-27 06:00:00,1668.0
m4_hourly_dataset_89,2001-05-27 07:00:00,1483.0
m4_hourly_dataset_89,2001-05-27 08:00:00,1375.0
m4_hourly_dataset_89,2001-05-27 09:00:00,1272.0
m4_hourly_dataset_89,2001-05-27 10:00:00,1281.0
m4_hourly_dataset_89,2001-05-27 11:00:00,1216.0
m4_hourly_dataset_89,2001-05-27 12:00:00,1182.0
m4_hourly_dataset_89,2001-05-27 13:00:00,1217.0
m4_hourly_dataset_89,2001-05-27 14:00:00,1213.0
m4_hourly_dataset_89,2001-05-27 15:00:00,1265.0
m4_hourly_dataset_89,2001-05-27 16:00:00,1275.0
m4_hourly_dataset_89,2001-05-27 17:00:00,1273.0
m4_hourly_dataset_89,2001-05-27 18:00:00,1410.0
m4_hourly_dataset_89,2001-05-27 19:00:00,1544.0
m4_hourly_dataset_89,2001-05-27 20:00:00,1624.0
m4_hourly_dataset_89,2001-05-27 21:00:00,1708.0
m4_hourly_dataset_89,2001-05-27 22:00:00,1778.0
m4_hourly_dataset_89,2001-05-27 23:00:00,1812.0
m4_hourly_dataset_89,2001-05-28 00:00:00,1817.0
m4_hourly_dataset_89,2001-05-28 01:00:00,1825.0
m4_hourly_dataset_89,2001-05-28 02:00:00,1841.0
m4_hourly_dataset_89,2001-05-28 03:00:00,1758.0
m4_hourly_dataset_89,2001-05-28 04:00:00,1804.0
m4_hourly_dataset_89,2001-05-28 05:00:00,1777.0
m4_hourly_dataset_89,2001-05-28 06:00:00,1756.0
m4_hourly_dataset_89,2001-05-28 07:00:00,1512.0
m4_hourly_dataset_89,2001-05-28 08:00:00,1488.0
m4_hourly_dataset_89,2001-05-28 09:00:00,1273.0
m4_hourly_dataset_89,2001-05-28 10:00:00,1195.0
m4_hourly_dataset_89,2001-05-28 11:00:00,1182.0
m4_hourly_dataset_89,2001-05-28 12:00:00,1181.0
m4_hourly_dataset_89,2001-05-28 13:00:00,1252.0
m4_hourly_dataset_89,2001-05-28 14:00:00,1267.0
m4_hourly_dataset_89,2001-05-28 15:00:00,1274.0
m4_hourly_dataset_89,2001-05-28 16:00:00,1251.0
m4_hourly_dataset_89,2001-05-28 17:00:00,1316.0
m4_hourly_dataset_89,2001-05-28 18:00:00,1432.0
m4_hourly_dataset_89,2001-05-28 19:00:00,1532.0
m4_hourly_dataset_89,2001-05-28 20:00:00,1624.0
m4_hourly_dataset_89,2001-05-28 21:00:00,1688.0
m4_hourly_dataset_89,2001-05-28 22:00:00,1750.0
m4_hourly_dataset_89,2001-05-28 23:00:00,1785.0
m4_hourly_dataset_89,2001-05-29 00:00:00,1760.0
m4_hourly_dataset_89,2001-05-29 01:00:00,1717.0
m4_hourly_dataset_89,2001-05-29 02:00:00,1777.0
m4_hourly_dataset_89,2001-05-29 03:00:00,1711.0
m4_hourly_dataset_89,2001-05-29 04:00:00,1605.0
m4_hourly_dataset_89,2001-05-29 05:00:00,1612.0
m4_hourly_dataset_89,2001-05-29 06:00:00,1669.0
m4_hourly_dataset_89,2001-05-29 07:00:00,1605.0
m4_hourly_dataset_89,2001-05-29 08:00:00,1475.0
m4_hourly_dataset_89,2001-05-29 09:00:00,1345.0
m4_hourly_dataset_89,2001-05-29 10:00:00,1301.0
m4_hourly_dataset_89,2001-05-29 11:00:00,1207.0
m4_hourly_dataset_89,2001-05-29 12:00:00,1237.0
m4_hourly_dataset_89,2001-05-29 13:00:00,1238.0
m4_hourly_dataset_89,2001-05-29 14:00:00,1287.0
m4_hourly_dataset_89,2001-05-29 15:00:00,1394.0
m4_hourly_dataset_89,2001-05-29 16:00:00,1422.0
m4_hourly_dataset_89,2001-05-29 17:00:00,1431.0
m4_hourly_dataset_89,2001-05-29 18:00:00,1338.0
m4_hourly_dataset_89,2001-05-29 19:00:00,1338.0
m4_hourly_dataset_89,2001-05-29 20:00:00,1328.0
m4_hourly_dataset_89,2001-05-29 21:00:00,1340.0
m4_hourly_dataset_89,2001-05-29 22:00:00,1483.0
m4_hourly_dataset_89,2001-05-29 23:00:00,1476.0
m4_hourly_dataset_89,2001-05-30 00:00:00,1572.0
m4_hourly_dataset_89,2001-05-30 01:00:00,1618.0
m4_hourly_dataset_89,2001-05-30 02:00:00,1648.0
m4_hourly_dataset_89,2001-05-30 03:00:00,1561.0
