item_id,timestamp,target_value
m4_daily_dataset_2542,2001-05-25,4845.4
m4_daily_dataset_2542,2001-05-26,4608.6
m4_daily_dataset_2542,2001-05-27,4526.0
m4_daily_dataset_2542,2001-05-28,4689.3
m4_daily_dataset_2542,2001-05-29,4706.3
m4_daily_dataset_2542,2001-05-30,4845.8
m4_daily_dataset_2542,2001-05-31,4956.9
m4_daily_dataset_2542,2001-06-01,5015.7
m4_daily_dataset_2542,2001-06-02,5004.0
m4_daily_dataset_2542,2001-06-03,5005.5
m4_daily_dataset_2542,2001-06-04,4883.2
m4_daily_dataset_2542,2001-06-05,5145.8
m4_daily_dataset_2542,2001-06-06,5199.7
m4_daily_dataset_2542,2001-06-07,5145.3
m4_daily_dataset_2542,2001-06-08,5003.1
m4_daily_dataset_2542,2001-06-09,4995.4
m4_daily_dataset_2542,2001-06-10,5029.6
m4_daily_dataset_2542,2001-06-11,5122.8
m4_daily_dataset_2542,2001-06-12,5185.6
m4_daily_dataset_2542,2001-06-13,5106.2
m4_daily_dataset_2542,2001-06-14,5082.6
m4_daily_dataset_2542,2001-06-15,5101.4
m4_daily_dataset_2542,2001-06-16,5128.1
m4_daily_dataset_2542,2001-06-17,5052.2
m4_daily_dataset_2542,2001-06-18,5024.7
m4_daily_dataset_2542,2001-06-19,4982.2
m4_daily_dataset_2542,2001-06-20,4869.4
m4_daily_dataset_2542,2001-06-21,5065.5
m4_daily_dataset_2542,2001-06-22,5063.5
m4_daily_dataset_2542,2001-06-23,5086.0
m4_daily_dataset_2542,2001-06-24,4975.3
m4_daily_dataset_2542,2001-06-25,4904.5
m4_daily_dataset_2542,2001-06-26,4951.1
m4_daily_dataset_2542,2001-06-27,4995.7
m4_daily_dataset_2542,2001-06-28,5163.1
m4_daily_dataset_2542,2001-06-29,5303.0
m4_daily_dataset_2542,2001-06-30,5374.8
m4_daily_dataset_2542,2001-07-01,5349.6
m4_daily_dataset_2542,2001-07-02,5241.6
m4_daily_dataset_2542,2001-07-03,5217.6
m4_daily_dataset_2542,2001-07-04,5230.1
m4_daily_dataset_2542,2001-07-05,5399.7
m4_daily_dataset_2542,2001-07-06,5363.1
m4_daily_dataset_2542,2001-07-07,5290.0
m4_daily_dataset_2542,2001-07-08,5271.4
m4_daily_dataset_2542,2001-07-09,5172.4
m4_daily_dataset_2542,2001-07-10,5046.1
m4_daily_dataset_2542,2001-07-11,4953.2
m4_daily_dataset_2542,2001-07-12,4903.1
m4_daily_dataset_2542,2001-07-13,4912.8
m4_daily_dataset_2542,2001-07-14,4916.8
m4_daily_dataset_2542,2001-07-15,4906.9
m4_daily_dataset_2542,2001-07-16,4764.0
m4_daily_dataset_2542,2001-07-17,4686.1
m4_daily_dataset_2542,2001-07-18,4689.0
m4_daily_dataset_2542,2001-07-19,4555.4
m4_daily_dataset_2542,2001-07-20,4685.5
m4_daily_dataset_2542,2001-07-21,4726.2
m4_daily_dataset_2542,2001-07-22,4790.8
m4_daily_dataset_2542,2001-07-23,4631.3
m4_daily_dataset_2542,2001-07-24,4650.0
m4_daily_dataset_2542,2001-07-25,4692.4
m4_daily_dataset_2542,2001-07-26,4600.4
m4_daily_dataset_2542,2001-07-27,4554.5
m4_daily_dataset_2542,2001-07-28,4469.1
m4_daily_dataset_2542,2001-07-29,4344.9
m4_daily_dataset_2542,2001-07-30,4229.6
m4_daily_dataset_2542,2001-07-31,4009.7
m4_daily_dataset_2542,2001-08-01,3922.0
m4_daily_dataset_2542,2001-08-02,3833.9
m4_daily_dataset_2542,2001-08-03,4030.3
m4_daily_dataset_2542,2001-08-04,4097.1
m4_daily_dataset_2542,2001-08-05,4327.7
m4_daily_dataset_2542,2001-08-06,4194.7
m4_daily_dataset_2542,2001-08-07,4154.8
m4_daily_dataset_2542,2001-08-08,4167.4
m4_daily_dataset_2542,2001-08-09,3992.3
m4_daily_dataset_2542,2001-08-10,4004.9
m4_daily_dataset_2542,2001-08-11,3898.4
m4_daily_dataset_2542,2001-08-12,3848.0
m4_daily_dataset_2542,2001-08-13,3969.2
m4_daily_dataset_2542,2001-08-14,3993.9
m4_daily_dataset_2542,2001-08-15,4015.6
m4_daily_dataset_2542,2001-08-16,3893.0
m4_daily_dataset_2542,2001-08-17,3839.3
m4_daily_dataset_2542,2001-08-18,3806.6
m4_daily_dataset_2542,2001-08-19,3756.2
m4_daily_dataset_2542,2001-08-20,3745.7
m4_daily_dataset_2542,2001-08-21,3750.9
m4_daily_dataset_2542,2001-08-22,3667.5
m4_daily_dataset_2542,2001-08-23,3535.5
m4_daily_dataset_2542,2001-08-24,3523.1
m4_daily_dataset_2542,2001-08-25,3378.1
m4_daily_dataset_2542,2001-08-26,3449.1
m4_daily_dataset_2542,2001-08-27,3395.3
m4_daily_dataset_2542,2001-08-28,3252.2
m4_daily_dataset_2542,2001-08-29,3129.3
m4_daily_dataset_2542,2001-08-30,3229.9
m4_daily_dataset_2542,2001-08-31,3285.7
m4_daily_dataset_2542,2001-09-01,3392.2
m4_daily_dataset_2542,2001-09-02,3421.6
m4_daily_dataset_2542,2001-09-03,3507.7
m4_daily_dataset_2542,2001-09-04,3450.2
m4_daily_dataset_2542,2001-09-05,3397.7
m4_daily_dataset_2542,2001-09-06,3433.5
m4_daily_dataset_2542,2001-09-07,3432.6
m4_daily_dataset_2542,2001-09-08,3493.0
m4_daily_dataset_2542,2001-09-09,3597.0
m4_daily_dataset_2542,2001-09-10,3653.6
m4_daily_dataset_2542,2001-09-11,3693.0
m4_daily_dataset_2542,2001-09-12,3586.4
m4_daily_dataset_2542,2001-09-13,3544.1
m4_daily_dataset_2542,2001-09-14,3092.6
m4_daily_dataset_2542,2001-09-15,3101.1
m4_daily_dataset_2542,2001-09-16,3215.4
m4_daily_dataset_2542,2001-09-17,3163.4
m4_daily_dataset_2542,2001-09-18,3054.6
m4_daily_dataset_2542,2001-09-19,2965.9
m4_daily_dataset_2542,2001-09-20,2981.0
m4_daily_dataset_2542,2001-09-21,3061.9
m4_daily_dataset_2542,2001-09-22,3052.9
m4_daily_dataset_2542,2001-09-23,3117.6
m4_daily_dataset_2542,2001-09-24,3061.2
m4_daily_dataset_2542,2001-09-25,3056.8
m4_daily_dataset_2542,2001-09-26,3003.2
m4_daily_dataset_2542,2001-09-27,3067.3
m4_daily_dataset_2542,2001-09-28,3056.9
m4_daily_dataset_2542,2001-09-29,3056.0
m4_daily_dataset_2542,2001-09-30,3260.8
m4_daily_dataset_2542,2001-10-01,3461.9
m4_daily_dataset_2542,2001-10-02,3613.1
m4_daily_dataset_2542,2001-10-03,3592.1
m4_daily_dataset_2542,2001-10-04,3532.8
m4_daily_dataset_2542,2001-10-05,3719.7
m4_daily_dataset_2542,2001-10-06,3739.9
m4_daily_dataset_2542,2001-10-07,3685.2
m4_daily_dataset_2542,2001-10-08,3604.1
m4_daily_dataset_2542,2001-10-09,3737.3
m4_daily_dataset_2542,2001-10-10,3750.1
m4_daily_dataset_2542,2001-10-11,3809.1
m4_daily_dataset_2542,2001-10-12,3874.0
m4_daily_dataset_2542,2001-10-13,4078.4
m4_daily_dataset_2542,2001-10-14,4048.7
m4_daily_dataset_2542,2001-10-15,3938.7
m4_daily_dataset_2542,2001-10-16,3965.4
m4_daily_dataset_2542,2001-10-17,3959.5
m4_daily_dataset_2542,2001-10-18,3876.3
m4_daily_dataset_2542,2001-10-19,3930.0
m4_daily_dataset_2542,2001-10-20,3946.7
m4_daily_dataset_2542,2001-10-21,3923.4
m4_daily_dataset_2542,2001-10-22,4062.8
m4_daily_dataset_2542,2001-10-23,4049.8
m4_daily_dataset_2542,2001-10-24,4032.2
m4_daily_dataset_2542,2001-10-25,4224.3
m4_daily_dataset_2542,2001-10-26,4406.6
m4_daily_dataset_2542,2001-10-27,4383.3
m4_daily_dataset_2542,2001-10-28,4425.5
m4_daily_dataset_2542,2001-10-29,4474.1
m4_daily_dataset_2542,2001-10-30,4427.8
m4_daily_dataset_2542,2001-10-31,4313.0
m4_daily_dataset_2542,2001-11-01,4298.8
m4_daily_dataset_2542,2001-11-02,4344.0
m4_daily_dataset_2542,2001-11-03,4329.0
m4_daily_dataset_2542,2001-11-04,4287.6
m4_daily_dataset_2542,2001-11-05,4203.1
m4_daily_dataset_2542,2001-11-06,4122.2
m4_daily_dataset_2542,2001-11-07,4117.9
m4_daily_dataset_2542,2001-11-08,4250.6
m4_daily_dataset_2542,2001-11-09,4258.8
