item_id,timestamp,target_value
m4_hourly_dataset_17,2001-05-25 00:00:00,50487.0
m4_hourly_dataset_17,2001-05-25 01:00:00,48905.0
m4_hourly_dataset_17,2001-05-25 02:00:00,47791.0
m4_hourly_dataset_17,2001-05-25 03:00:00,44692.0
m4_hourly_dataset_17,2001-05-25 04:00:00,40769.0
m4_hourly_dataset_17,2001-05-25 05:00:00,37456.0
m4_hourly_dataset_17,2001-05-25 06:00:00,35119.0
m4_hourly_dataset_17,2001-05-25 07:00:00,33638.0
m4_hourly_dataset_17,2001-05-25 08:00:00,32798.0
m4_hourly_dataset_17,2001-05-25 09:00:00,32805.0
m4_hourly_dataset_17,2001-05-25 10:00:00,34121.0
m4_hourly_dataset_17,2001-05-25 11:00:00,35894.0
m4_hourly_dataset_17,2001-05-25 12:00:00,37403.0
m4_hourly_dataset_17,2001-05-25 13:00:00,39964.0
m4_hourly_dataset_17,2001-05-25 14:00:00,43192.0
m4_hourly_dataset_17,2001-05-25 15:00:00,46593.0
m4_hourly_dataset_17,2001-05-25 16:00:00,48829.0
m4_hourly_dataset_17,2001-05-25 17:00:00,50231.0
m4_hourly_dataset_17,2001-05-25 18:00:00,51645.0
m4_hourly_dataset_17,2001-05-25 19:00:00,52622.0
m4_hourly_dataset_17,2001-05-25 20:00:00,53774.0
m4_hourly_dataset_17,2001-05-25 21:00:00,53665.0
m4_hourly_dataset_17,2001-05-25 22:00:00,52925.0
m4_hourly_dataset_17,2001-05-25 23:00:00,51756.0
m4_hourly_dataset_17,2001-05-26 00:00:00,50171.0
m4_hourly_dataset_17,2001-05-26 01:00:00,48655.0
m4_hourly_dataset_17,2001-05-26 02:00:00,47667.0
m4_hourly_dataset_17,2001-05-26 03:00:00,44629.0
m4_hourly_dataset_17,2001-05-26 04:00:00,40754.0
m4_hourly_dataset_17,2001-05-26 05:00:00,37547.0
m4_hourly_dataset_17,2001-05-26 06:00:00,35199.0
m4_hourly_dataset_17,2001-05-26 07:00:00,33637.0
m4_hourly_dataset_17,2001-05-26 08:00:00,32759.0
