item_id,timestamp,target_value
m4_daily_dataset_1482,2001-05-25,5573.2
m4_daily_dataset_1482,2001-05-26,5535.3
m4_daily_dataset_1482,2001-05-27,5532.4
m4_daily_dataset_1482,2001-05-28,5549.7
m4_daily_dataset_1482,2001-05-29,5591.7
m4_daily_dataset_1482,2001-05-30,5712.1
m4_daily_dataset_1482,2001-05-31,5679.0
m4_daily_dataset_1482,2001-06-01,5695.4
m4_daily_dataset_1482,2001-06-02,5758.5
m4_daily_dataset_1482,2001-06-03,5574.5
m4_daily_dataset_1482,2001-06-04,5570.6
m4_daily_dataset_1482,2001-06-05,5532.7
m4_daily_dataset_1482,2001-06-06,5520.2
m4_daily_dataset_1482,2001-06-07,5534.3
m4_daily_dataset_1482,2001-06-08,5495.5
m4_daily_dataset_1482,2001-06-09,5496.2
m4_daily_dataset_1482,2001-06-10,5529.2
m4_daily_dataset_1482,2001-06-11,5590.1
m4_daily_dataset_1482,2001-06-12,5513.2
m4_daily_dataset_1482,2001-06-13,5477.9
m4_daily_dataset_1482,2001-06-14,5636.1
m4_daily_dataset_1482,2001-06-15,5609.7
m4_daily_dataset_1482,2001-06-16,5671.1
m4_daily_dataset_1482,2001-06-17,5687.2
m4_daily_dataset_1482,2001-06-18,5728.4
m4_daily_dataset_1482,2001-06-19,5726.6
m4_daily_dataset_1482,2001-06-20,5723.6
m4_daily_dataset_1482,2001-06-21,5711.9
m4_daily_dataset_1482,2001-06-22,5763.9
m4_daily_dataset_1482,2001-06-23,5767.9
m4_daily_dataset_1482,2001-06-24,5879.4
m4_daily_dataset_1482,2001-06-25,5867.2
m4_daily_dataset_1482,2001-06-26,5891.7
m4_daily_dataset_1482,2001-06-27,5789.7
m4_daily_dataset_1482,2001-06-28,5835.7
m4_daily_dataset_1482,2001-06-29,5858.6
m4_daily_dataset_1482,2001-06-30,5780.8
m4_daily_dataset_1482,2001-07-01,5791.1
m4_daily_dataset_1482,2001-07-02,5880.9
m4_daily_dataset_1482,2001-07-03,6015.3
m4_daily_dataset_1482,2001-07-04,6056.7
m4_daily_dataset_1482,2001-07-05,6070.5
m4_daily_dataset_1482,2001-07-06,6136.2
m4_daily_dataset_1482,2001-07-07,6098.3
m4_daily_dataset_1482,2001-07-08,6110.8
m4_daily_dataset_1482,2001-07-09,6029.9
m4_daily_dataset_1482,2001-07-10,6031.5
m4_daily_dataset_1482,2001-07-11,6076.6
m4_daily_dataset_1482,2001-07-12,6062.4
m4_daily_dataset_1482,2001-07-13,6060.4
m4_daily_dataset_1482,2001-07-14,6014.5
m4_daily_dataset_1482,2001-07-15,6027.1
m4_daily_dataset_1482,2001-07-16,6038.1
m4_daily_dataset_1482,2001-07-17,5975.8
m4_daily_dataset_1482,2001-07-18,5922.4
m4_daily_dataset_1482,2001-07-19,5898.9
m4_daily_dataset_1482,2001-07-20,5777.6
m4_daily_dataset_1482,2001-07-21,5833.0
m4_daily_dataset_1482,2001-07-22,5902.9
m4_daily_dataset_1482,2001-07-23,5849.5
m4_daily_dataset_1482,2001-07-24,5811.8
m4_daily_dataset_1482,2001-07-25,5809.7
m4_daily_dataset_1482,2001-07-26,5831.8
m4_daily_dataset_1482,2001-07-27,5822.6
m4_daily_dataset_1482,2001-07-28,5900.9
m4_daily_dataset_1482,2001-07-29,5959.9
m4_daily_dataset_1482,2001-07-30,6035.2
m4_daily_dataset_1482,2001-07-31,5988.7
m4_daily_dataset_1482,2001-08-01,5854.7
m4_daily_dataset_1482,2001-08-02,5988.8
m4_daily_dataset_1482,2001-08-03,5996.2
m4_daily_dataset_1482,2001-08-04,6032.7
m4_daily_dataset_1482,2001-08-05,6173.1
m4_daily_dataset_1482,2001-08-06,6122.5
m4_daily_dataset_1482,2001-08-07,6109.4
m4_daily_dataset_1482,2001-08-08,6303.0
m4_daily_dataset_1482,2001-08-09,6286.5
m4_daily_dataset_1482,2001-08-10,6169.7
m4_daily_dataset_1482,2001-08-11,6241.5
m4_daily_dataset_1482,2001-08-12,6408.7
m4_daily_dataset_1482,2001-08-13,6449.4
m4_daily_dataset_1482,2001-08-14,6295.4
m4_daily_dataset_1482,2001-08-15,6369.3
m4_daily_dataset_1482,2001-08-16,6399.2
m4_daily_dataset_1482,2001-08-17,6371.4
m4_daily_dataset_1482,2001-08-18,6337.1
m4_daily_dataset_1482,2001-08-19,6327.5
m4_daily_dataset_1482,2001-08-20,6336.1
m4_daily_dataset_1482,2001-08-21,6251.2
m4_daily_dataset_1482,2001-08-22,6269.3
m4_daily_dataset_1482,2001-08-23,6347.0
m4_daily_dataset_1482,2001-08-24,6457.3
m4_daily_dataset_1482,2001-08-25,6566.8
m4_daily_dataset_1482,2001-08-26,6719.7
m4_daily_dataset_1482,2001-08-27,6704.9
m4_daily_dataset_1482,2001-08-28,6516.2
m4_daily_dataset_1482,2001-08-29,6590.9
m4_daily_dataset_1482,2001-08-30,6552.5
m4_daily_dataset_1482,2001-08-31,6569.7
m4_daily_dataset_1482,2001-09-01,6704.1
m4_daily_dataset_1482,2001-09-02,6688.9
m4_daily_dataset_1482,2001-09-03,6612.0
m4_daily_dataset_1482,2001-09-04,6585.4
m4_daily_dataset_1482,2001-09-05,6583.4
m4_daily_dataset_1482,2001-09-06,6435.9
m4_daily_dataset_1482,2001-09-07,6484.3
m4_daily_dataset_1482,2001-09-08,6523.7
m4_daily_dataset_1482,2001-09-09,6628.2
m4_daily_dataset_1482,2001-09-10,6628.6
m4_daily_dataset_1482,2001-09-11,6709.5
m4_daily_dataset_1482,2001-09-12,6766.6
m4_daily_dataset_1482,2001-09-13,6707.0
m4_daily_dataset_1482,2001-09-14,6714.5
m4_daily_dataset_1482,2001-09-15,6716.3
m4_daily_dataset_1482,2001-09-16,6657.8
m4_daily_dataset_1482,2001-09-17,6723.1
m4_daily_dataset_1482,2001-09-18,6808.2
m4_daily_dataset_1482,2001-09-19,6811.8
m4_daily_dataset_1482,2001-09-20,6850.4
m4_daily_dataset_1482,2001-09-21,6875.6
m4_daily_dataset_1482,2001-09-22,6958.8
m4_daily_dataset_1482,2001-09-23,6905.5
m4_daily_dataset_1482,2001-09-24,6846.0
m4_daily_dataset_1482,2001-09-25,6956.3
m4_daily_dataset_1482,2001-09-26,6966.1
m4_daily_dataset_1482,2001-09-27,6890.4
m4_daily_dataset_1482,2001-09-28,6903.2
m4_daily_dataset_1482,2001-09-29,6746.4
m4_daily_dataset_1482,2001-09-30,6716.3
m4_daily_dataset_1482,2001-10-01,6746.5
m4_daily_dataset_1482,2001-10-02,6789.2
m4_daily_dataset_1482,2001-10-03,6633.7
m4_daily_dataset_1482,2001-10-04,6735.9
m4_daily_dataset_1482,2001-10-05,6809.8
m4_daily_dataset_1482,2001-10-06,6991.9
m4_daily_dataset_1482,2001-10-07,6840.0
m4_daily_dataset_1482,2001-10-08,6734.6
m4_daily_dataset_1482,2001-10-09,6760.8
m4_daily_dataset_1482,2001-10-10,6666.0
m4_daily_dataset_1482,2001-10-11,6793.2
m4_daily_dataset_1482,2001-10-12,6682.5
m4_daily_dataset_1482,2001-10-13,6672.4
m4_daily_dataset_1482,2001-10-14,6736.4
m4_daily_dataset_1482,2001-10-15,6733.2
m4_daily_dataset_1482,2001-10-16,6662.3
m4_daily_dataset_1482,2001-10-17,6704.1
m4_daily_dataset_1482,2001-10-18,6631.1
m4_daily_dataset_1482,2001-10-19,6665.2
m4_daily_dataset_1482,2001-10-20,6721.8
m4_daily_dataset_1482,2001-10-21,6849.4
m4_daily_dataset_1482,2001-10-22,7023.3
m4_daily_dataset_1482,2001-10-23,7133.5
m4_daily_dataset_1482,2001-10-24,7177.7
m4_daily_dataset_1482,2001-10-25,7176.4
m4_daily_dataset_1482,2001-10-26,7264.5
m4_daily_dataset_1482,2001-10-27,7219.899999999999
m4_daily_dataset_1482,2001-10-28,7259.899999999999
m4_daily_dataset_1482,2001-10-29,7370.6
m4_daily_dataset_1482,2001-10-30,7389.899999999999
m4_daily_dataset_1482,2001-10-31,7281.6
m4_daily_dataset_1482,2001-11-01,7296.399999999999
m4_daily_dataset_1482,2001-11-02,7305.7
m4_daily_dataset_1482,2001-11-03,7533.899999999999
m4_daily_dataset_1482,2001-11-04,7511.7
m4_daily_dataset_1482,2001-11-05,7475.2
m4_daily_dataset_1482,2001-11-06,7763.8
m4_daily_dataset_1482,2001-11-07,7785.2
m4_daily_dataset_1482,2001-11-08,7497.1
m4_daily_dataset_1482,2001-11-09,7396.399999999999
m4_daily_dataset_1482,2001-11-10,7486.899999999999
